id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhz5xjd018dl4048dfk7dfc,LH-NACLO-2023-A,NACLO 2023 Problem A,NACLO,2023,2,/olympiad-problems/NACLO/by-year/2023/naclo-2023-A-problem.pdf,2,morphology-verb,"pattern-recognition,reconstruction,indo-european,europe","Old English vs Modern English grammar; verb conjugations and pronoun systems through historical change"
cmhhz64s8018hl4047emwavhw,LH-NACLO-2023-B,NACLO 2023 Problem B,NACLO,2023,2,/olympiad-problems/NACLO/by-year/2023/naclo-2023-B-problem.pdf,2,phonology,"pattern-recognition,rule-discovery,native-american,americas","Ho-Chunk stress assignment system; primary/secondary/no stress based on syllable structure"
cmhhz6aa7018ll404ygac3kcw,LH-NACLO-2023-C,NACLO 2023 Problem C,NACLO,2023,2,/olympiad-problems/NACLO/by-year/2023/naclo-2023-C-problem.pdf,2,semantics,"pattern-recognition,logical-reasoning,beginner-friendly","Lexical semantics; inferring word meanings from encyclopedic context (computational approach)"
cmhhz6fm8018pl404nge0x417,LH-NACLO-2023-D,NACLO 2023 Problem D,NACLO,2023,2,/olympiad-problems/NACLO/by-year/2023/naclo-2023-D-problem.pdf,2,morphology-noun,"pattern-recognition,segmentation,uralic,europe","Permyak case system and possessive suffixes; Finno-Ugric morphology"
cmhhz6l69018tl404mxeb0ivy,LH-NACLO-2023-E,NACLO 2023 Problem E,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-E-problem.pdf,3,other,"pattern-recognition,logical-reasoning,austronesian,oceania","Computational linguistics; transitional probabilities in Hawaiian text and birdsong sequences"
cmhhz6qib018xl404a49h3rqt,LH-NACLO-2023-F,NACLO 2023 Problem F,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-F-problem.pdf,3,morphology-noun,"pattern-recognition,segmentation,niger-congo,africa","Nizaa compound nouns and derivational morphology; word formation patterns"
cmhhz6vue0191l4048cyye6m7,LH-NACLO-2023-G,NACLO 2023 Problem G,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-G-problem.pdf,3,writing-systems,"pattern-recognition,correspondence,native-american,americas,ancient","Classical Nahuatl orthographic systems; converting between 16th-century and 20th-century and IPA"
cmhhz71ch0195l404l9yeijtm,LH-NACLO-2023-H,NACLO 2023 Problem H,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-H-problem.pdf,3,morphology-noun,"pattern-recognition,logical-reasoning,aboriginal-australian,oceania,unusual-feature","Lardil pronoun system with complex kinship-based person/number distinctions"
cmhhz76ou0199l404d6dqctxl,LH-NACLO-2023-I,NACLO 2023 Problem I,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-I-problem.pdf,3,phonology,"correspondence,reconstruction,indo-european,europe,ancient,extinct","Sound correspondences between Umbrian and Latin; historical linguistics; pattern recognition of systematic phonological changes"
cmhhz7c6z019dl404fymkrrqr,LH-NACLO-2023-J,NACLO 2023 Problem J,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-J-problem.pdf,4,phonology,"rule-discovery,austronesian,oceania,complex-data,unusual-feature","Marshallese vowel phonology with underlying forms; complex phonological rules; requires understanding abstract representations and multiple interacting processes"
cmhhz7hiy019hl404colp7rs7,LH-NACLO-2023-K,NACLO 2023 Problem K,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-K-problem.pdf,3,semantics,"logical-reasoning,pattern-recognition,multi-step","WordNet semantic hierarchies; game-based logic puzzle requiring understanding of hypernymy/hyponymy relationships and logical deduction"
cmhhz7oxx019ll4043jmygzaq,LH-NACLO-2023-L,NACLO 2023 Problem L,NACLO,2023,3,/olympiad-problems/NACLO/by-year/2023/naclo-2023-L-problem.pdf,3,other,"logical-reasoning,cipher,pattern-recognition,native-american,americas","Machine translation cipher using Wari' language alignment patterns; computational linguistics; requires understanding word-to-word correspondence sequences"
cmhhz7uai019pl404ogrenlaa,LH-NACLO-2023-M,NACLO 2023 Problem M,NACLO,2023,4,/olympiad-problems/NACLO/by-year/2023/naclo-2023-M-problem.pdf,4,morphology-verb,"pattern-recognition,segmentation,asia,rare-language,multi-step","Chukchi transitive verb agreement; complex person and number marking; requires understanding intricate subject-object agreement patterns"
cmhhz7zsi019tl404ge7n2riu,LH-NACLO-2023-N,NACLO 2023 Problem N,NACLO,2023,4,/olympiad-problems/NACLO/by-year/2023/naclo-2023-N-problem.pdf,3,writing-systems,"pattern-recognition,africa,ancient,extinct,cipher","Meroitic script decipherment; matching ancient script to Roman alphabet; requires pattern recognition and character correspondence analysis"
cmhhz854g019xl404rnz9s5ti,LH-NACLO-2023-O,NACLO 2023 Problem O,NACLO,2023,4,/olympiad-problems/NACLO/by-year/2023/naclo-2023-O-problem.pdf,4,phonology,"pattern-recognition,unusual-feature,papuan,oceania,rare-language","Abawiri tone sandhi patterns in possessive constructions; complex tonal phonology; requires understanding how tone changes in grammatical contexts"
cmhhz8ami01a1l40468wv8kki,LH-NACLO-2023-P,NACLO 2023 Problem P,NACLO,2023,4,/olympiad-problems/NACLO/by-year/2023/naclo-2023-P-problem.pdf,4,number-systems,"pattern-recognition,austronesian,oceania,rare-language,multi-step","Roon number systems across three time periods; historical change in numeral terminology; complex patterns with base systems and borrowings"
cmhhz8fyq01a5l404acf6asov,LH-NACLO-2023-Q,NACLO 2023 Problem Q,NACLO,2023,4,/olympiad-problems/NACLO/by-year/2023/naclo-2023-Q-problem.pdf,2,morphology-noun,"pattern-recognition,sino-tibetan,asia,rare-language,beginner-friendly","Muklom possessive marking system; straightforward person/number marking patterns; clear systematic variations in possessive constructions"
