id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhy2bo800ghl404srj8l0e4,LH-NACLO-2008-A,NACLO 2008 Problem A,NACLO,2008,2,/olympiad-problems/NACLO/by-year/2008/naclo-2008-A-problem.pdf,2,syntax,"pattern-recognition,native-american,americas,beginner-friendly","Apinayé (Ge family); basic word order and adjective/adverb placement patterns"
cmhhy2hc500gll404lgnaxge5,LH-NACLO-2008-B,NACLO 2008 Problem B,NACLO,2008,2,/olympiad-problems/NACLO/by-year/2008/naclo-2008-B-problem.pdf,2,semantics,"logical-reasoning,translation,indo-european,asia","Word sense disambiguation for ambiguous Hindi words; parallel text alignment"
cmhhy2oqo00gpl40422wsy1ai,LH-NACLO-2008-C,NACLO 2008 Problem C,NACLO,2008,2,/olympiad-problems/NACLO/by-year/2008/naclo-2008-C-problem.pdf,3,writing-systems,"pattern-recognition,morphology-verb,austronesian,asia","Ilocano Baybayin script with infixation and reduplication; dual linguistic challenge"
cmhhy2uem00gtl404rlqtnmq1,LH-NACLO-2008-D,NACLO 2008 Problem D,NACLO,2008,2,/olympiad-problems/NACLO/by-year/2008/naclo-2008-D-problem.pdf,2,semantics,"translation,correspondence,indo-european,europe,comparative-method","Swedish/Norwegian comparative analysis (Red Riding Hood); cognate identification"
cmhhy2zwp00gxl404aglp1vbo,LH-NACLO-2008-E,NACLO 2008 Problem E,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-E-problem.pdf,3,morphology-noun,"pattern-recognition,logical-reasoning,native-american,americas","Aymara size/quantity marking system with logic puzzle element; one liar"
cmhhy35kt00h1l404uq5zfrh0,LH-NACLO-2008-F,NACLO 2008 Problem F,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-F-problem.pdf,2,morphology-noun,"pattern-recognition,phonology,sino-tibetan,asia","Japanese compound noun formation with rendaku voicing; hierarchical structure"
cmhhy3d1r00h5l404ij31szil,LH-NACLO-2008-G,NACLO 2008 Problem G,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-G-problem.pdf,2,orientation-spatial,"pattern-recognition,austronesian,oceania,beginner-friendly","Manam volcano-centric directional system; spatial reference to geographic features"
cmhhy3io500h9l404n25s1zu1,LH-NACLO-2008-H,NACLO 2008 Problem H,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-H-problem.pdf,3,morphology-verb,"rule-discovery,logical-reasoning,indo-european,multi-step","English stemming rules; computational morphology with ordered exceptions"
cmhhy3nyl00hdl404x40q0l07,LH-NACLO-2008-I,NACLO 2008 Problem I,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-I-problem.pdf,3,phonology,"pattern-recognition,logical-reasoning,papuan,oceania","Rotokas finite-state automata; phonotactic constraints and syllable structure"
cmhhy3t9k00hhl404d0emuikk,LH-NACLO-2008-J,NACLO 2008 Problem J,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-J-problem.pdf,3,morphology-noun,"pattern-recognition,correspondence,indo-european,europe","Irish place names; initial consonant mutation (lenition and eclipsis) patterns"
cmhhy3ypy00hll404exx37x1a,LH-NACLO-2008-K,NACLO 2008 Problem K,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-K-problem.pdf,3,number-systems,"logical-reasoning,pattern-recognition,native-american,americas","Mayan Tzolk'in calendar; two interacting cycles (13 numbers × 20 named days)"
cmhhy440f00hpl4046zp2a6oo,LH-NACLO-2008-L,NACLO 2008 Problem L,NACLO,2008,3,/olympiad-problems/NACLO/by-year/2008/naclo-2008-L-problem.pdf,4,phonetics,"pattern-recognition,segmentation,indo-european,complex-data","Acoustic phonetics with spectrograms; spectral analysis of English speech sounds"
