id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhy8x0u00l1l4043uigihqr,LH-NACLO-2011-A,NACLO 2011 Problem A,NACLO,2011,2,/olympiad-problems/NACLO/by-year/2011/naclo-2011-A-problem.pdf,2,other,"logical-reasoning,pattern-recognition,beginner-friendly","Computational linguistics; MT word sense disambiguation errors; find 20 incorrect substitutions"
cmhhy94iw00l5l4041bnuuyxh,LH-NACLO-2011-B,NACLO 2011 Problem B,NACLO,2011,2,/olympiad-problems/NACLO/by-year/2011/naclo-2011-B-problem.pdf,2,syntax,"pattern-recognition,native-american,americas,beginner-friendly","Tohono O'odham (Uto-Aztecan); basic sentence matching with morphological agreement patterns"
cmhhy99um00l9l4042uyg4dzw,LH-NACLO-2011-C,NACLO 2011 Problem C,NACLO,2011,2,/olympiad-problems/NACLO/by-year/2011/naclo-2011-C-problem.pdf,3,writing-systems,"pattern-recognition,americas,historical","New York Point tactile system; variable-width dot patterns (2x1 to 2x4 grids) for blind education"
cmhhy9f6900ldl4044obu52c4,LH-NACLO-2011-D,NACLO 2011 Problem D,NACLO,2011,2,/olympiad-problems/NACLO/by-year/2011/naclo-2011-D-problem.pdf,3,morphology-verb,"pattern-recognition,rule-discovery,aboriginal-australian,oceania","Arrernte aspectual morphology with reduplication; tense/aspect marking and inceptive/iterative systems"
cmhhy9knz00lhl404s921yft8,LH-NACLO-2011-E,NACLO 2011 Problem E,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-E-problem.pdf,3,other,"logical-reasoning,rule-discovery,multi-step","String replacement ordering puzzle; reverse-engineer ISO language code substitution algorithm"
cmhhy9s7j00lll404p7cuwpe2,LH-NACLO-2011-F,NACLO 2011 Problem F,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-F-problem.pdf,2,semantics,"translation,correspondence,austronesian,asia","Indonesian-English parallel news articles; vocabulary correspondence via context alignment"
cmhhy9xqo00lpl40488aevn23,LH-NACLO-2011-G,NACLO 2011 Problem G,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-G-problem.pdf,3,morphology-noun,"pattern-recognition,rule-discovery,native-american,americas","Ulwa possessive system with complex morphophonological alternations and allomorphy"
cmhhya39q00ltl404kjvaliaz,LH-NACLO-2011-H,NACLO 2011 Problem H,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-H-problem.pdf,3,number-systems,"pattern-recognition,phonology,indo-european,europe","Irish vigesimal (base-20) counting system with initial consonant mutation and noun-number agreement"
cmhhya8mu00lxl4047ld9rt5e,LH-NACLO-2011-I,NACLO 2011 Problem I,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-I-problem.pdf,2,morphology-noun,"pattern-recognition,niger-congo,africa,beginner-friendly","Swahili noun class system; agreement patterns with multiple classes and modifiers"
cmhhyae6200m1l40464lkxvaj,LH-NACLO-2011-J,NACLO 2011 Problem J,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-J-problem.pdf,3,morphology-verb,"pattern-recognition,segmentation,native-american,americas","Nahuatl verb morphology and possession; polysynthetic structure with subject/object marking"
cmhhyajj700m5l4044szrlxqp,LH-NACLO-2011-K,NACLO 2011 Problem K,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-K-problem.pdf,4,writing-systems,"pattern-recognition,complex-data,africa,rare-language","Afaka syllabary for Ndyuka creole; decipher scrambled letter with missing words (20-point problem)"
cmhhyar1f00m9l404vm3yesz4,LH-NACLO-2011-L,NACLO 2011 Problem L,NACLO,2011,3,/olympiad-problems/NACLO/by-year/2011/naclo-2011-L-problem.pdf,4,morphology-verb,"rule-discovery,logical-reasoning,afro-asiatic,africa,multi-step,complex-data","Tadaksahak complex verb morphology; causative, passive, tense, and negation interact (20 points)"
cmhhyawep00mdl404arxc5mer,LH-NACLO-2011-M,NACLO 2011 Problem M,NACLO,2011,4,/olympiad-problems/NACLO/by-year/2011/naclo-2011-M-problem.pdf,2,syntax,"logical-reasoning,pattern-recognition","English syntactic ambiguity; sentence reconstruction from scrambled words based on pragmatic likelihood"
cmhhyb1rv00mhl404sakwz0xs,LH-NACLO-2011-N,NACLO 2011 Problem N,NACLO,2011,4,/olympiad-problems/NACLO/by-year/2011/naclo-2011-N-problem.pdf,3,phonology,"pattern-recognition,rule-discovery,aboriginal-australian,oceania","Warlpiri dialectal phonology; rt/rd complementary distribution and positional variation across dialects"
