id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhyb7az00mll404aqmnst83,LH-NACLO-2012-A,NACLO 2012 Problem A,NACLO,2012,2,/olympiad-problems/NACLO/by-year/2012/naclo-2012-A-problem.pdf,2,syntax,"pattern-recognition,logical-reasoning,beginner-friendly","Syntax puzzle using acceptability judgments to determine word order patterns and preposition usage"
cmhhybco200mpl404jbrrlmq1,LH-NACLO-2012-B,NACLO 2012 Problem B,NACLO,2012,2,/olympiad-problems/NACLO/by-year/2012/naclo-2012-B-problem.pdf,2,semantics,"sino-tibetan,asia,pattern-recognition,rare-language","Yolmo (Tibeto-Burman) language; semantic distinction between instrumental and comitative 'with'"
cmhhybi7b00mtl404lj9gppcr,LH-NACLO-2012-C,NACLO 2012 Problem C,NACLO,2012,2,/olympiad-problems/NACLO/by-year/2012/naclo-2012-C-problem.pdf,3,other,"logical-reasoning,pattern-recognition,correspondence,multi-step","Machine translation between two unknown alien languages; computational linguistics puzzle"
cmhhybnkd00mxl404lu2hsd76,LH-NACLO-2012-D,NACLO 2012 Problem D,NACLO,2012,2,/olympiad-problems/NACLO/by-year/2012/naclo-2012-D-problem.pdf,2,other,"comparative-method,pattern-recognition,indo-european","Language family classification using translations of Universal Declaration of Human Rights"
cmhhybt3j00n1l404nuo1foeb,LH-NACLO-2012-E,NACLO 2012 Problem E,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-E-problem.pdf,3,phonetics,"pattern-recognition,translation","English pronunciation phrasebook puzzle; decode phonetic transcription and categorize words"
cmhhybygm00n5l404t8mup029,LH-NACLO-2012-F,NACLO 2012 Problem F,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-F-problem.pdf,3,orientation-spatial,"aboriginal-australian,oceania,pattern-recognition,rare-language","Bardi (Australian) language with relative and cardinal directional systems"
cmhhyc40500n9l404zbu045ss,LH-NACLO-2012-G,NACLO 2012 Problem G,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-G-problem.pdf,3,phonology,"pattern-recognition,americas","Haitian Creole definite articles conditioned by final sound of noun; phonological allomorphy"
cmhhycbbh00ndl4049w68max8,LH-NACLO-2012-H,NACLO 2012 Problem H,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-H-problem.pdf,2,number-systems,"native-american,americas,pattern-recognition,rare-language","Waorani number system puzzle with arithmetic equations"
cmhhycgur00nhl4047ps2810m,LH-NACLO-2012-I,NACLO 2012 Problem I,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-I-problem.pdf,2,morphology-verb,"constructed,pattern-recognition,segmentation","Esperanto verb morphology: tense, aspect, and voice combinations"
cmhhycm8400nll404787suip6,LH-NACLO-2012-J,NACLO 2012 Problem J,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-J-problem.pdf,3,phonology,"indo-european,europe,pattern-recognition,rule-discovery","Dutch past participle formation; phonological processes and spelling rules"
cmhhycrri00npl404b3qplq5k,LH-NACLO-2012-K,NACLO 2012 Problem K,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-K-problem.pdf,2,other,"logical-reasoning,pattern-recognition","Computational stemming puzzle; rule ordering and application in NLP"
cmhhycx4m00ntl404m4bpi1th,LH-NACLO-2012-L,NACLO 2012 Problem L,NACLO,2012,3,/olympiad-problems/NACLO/by-year/2012/naclo-2012-L-problem.pdf,3,syntax,"native-american,americas,pattern-recognition,rare-language","Luiseño (Uto-Aztecan) word order and question formation"
cmhhyd2hq00nxl404giqvh88h,LH-NACLO-2012-M,NACLO 2012 Problem M,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-M-problem.pdf,4,other,"logical-reasoning,pattern-recognition,multi-step,complex-data","Italian codice fiscale (tax ID) generation algorithm; complex multi-step encoding"
cmhhyd80v00o1l404ltcf8uek,LH-NACLO-2012-N,NACLO 2012 Problem N,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-N-problem.pdf,4,syntax,"aboriginal-australian,oceania,pattern-recognition,rare-language,multi-step","Waanyi (Australian) language with complex morphology and word order"
cmhhydddy00o5l404sw5lq3bh,LH-NACLO-2012-O,NACLO 2012 Problem O,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-O-problem.pdf,3,semantics,"logical-reasoning,pattern-recognition","Quantifier scope and monotonicity; logical inference patterns"
cmhhydix500o9l404ay8jbgcn,LH-NACLO-2012-P,NACLO 2012 Problem P,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-P-problem.pdf,2,number-systems,"indo-european,europe,pattern-recognition","Danish vigesimal number system"
cmhhydoad00odl404xpu3gm9q,LH-NACLO-2012-Q,NACLO 2012 Problem Q,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-Q-problem.pdf,5,writing-systems,"asia,sino-tibetan,pattern-recognition,complex-data,ancient","Phags-pa script for Chinese surnames; complex writing system with large dataset"
cmhhydw0c00ohl404f0lcu3or,LH-NACLO-2012-R,NACLO 2012 Problem R,NACLO,2012,4,/olympiad-problems/NACLO/by-year/2012/naclo-2012-R-problem.pdf,4,syntax,"logical-reasoning,pattern-recognition,multi-step","English compound noun bracketing and combinatorics; syntactic structure"
