id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhyrt9l00y9l4046guyfa22,LH-NACLO-2018-A,NACLO 2018 Problem A,NACLO,2018,2,/olympiad-problems/NACLO/by-year/2018/naclo-2018-A-problem.pdf,2,syntax,"pattern-recognition,austronesian,oceania,beginner-friendly","Gilbertese word order; simple sentence structure patterns with 10 examples"
cmhhyrynu00ydl4046mct09dl,LH-NACLO-2018-B,NACLO 2018 Problem B,NACLO,2018,2,/olympiad-problems/NACLO/by-year/2018/naclo-2018-B-problem.pdf,3,number-systems,"logical-reasoning,pattern-recognition,native-american,americas,comparative-method","Northern and Central Pame number systems; arithmetic equations; comparative analysis of related languages"
cmhhys5wv00yhl404i6z4oqgh,LH-NACLO-2018-C,NACLO 2018 Problem C,NACLO,2018,2,/olympiad-problems/NACLO/by-year/2018/naclo-2018-C-problem.pdf,2,semantics,"pattern-recognition,logical-reasoning,indo-european,europe","Albanian spatial language; directional terms and map-based semantic relationships"
cmhhysbc200yll404y0whis4c,LH-NACLO-2018-D,NACLO 2018 Problem D,NACLO,2018,2,/olympiad-problems/NACLO/by-year/2018/naclo-2018-D-problem.pdf,3,other,"logical-reasoning,syntax,multi-step","Synchronous Context-Free Grammars; computational linguistics; translation between Turkish/Malagasy/Klingon"
cmhhysgkg00ypl404jr0xg5rw,LH-NACLO-2018-E,NACLO 2018 Problem E,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-E-problem.pdf,2,morphology-noun,"pattern-recognition,austronesian,oceania","Palauan noun classifiers; number and noun phrase patterns"
cmhhyslsw00ytl404pbm8l496,LH-NACLO-2018-F,NACLO 2018 Problem F,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-F-problem.pdf,3,semantics,"pattern-recognition,logical-reasoning,asia","Vietnamese compound words; semantic composition and matching puzzle"
cmhhysr7800yxl404xzbcjksc,LH-NACLO-2018-G,NACLO 2018 Problem G,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-G-problem.pdf,4,other,"logical-reasoning,morphology-noun,afro-asiatic,africa,complex-data","Types vs tokens; Shilha Berber morphology with data corruption; computational linguistics concept"
cmhhyswfs00z1l404kbatzz3g,LH-NACLO-2018-H,NACLO 2018 Problem H,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-H-problem.pdf,3,writing-systems,"pattern-recognition,niger-congo,africa","N'ko script; Maninka writing system decipherment; West African script"
cmhhyt1u400z5l4040k2qxuhp,LH-NACLO-2018-I,NACLO 2018 Problem I,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-I-problem.pdf,3,morphology-noun,"pattern-recognition,papuan,oceania,rare-language","Menya morphological structure; complex word formation patterns; Papua New Guinea language"
cmhhyt72h00z9l404u22qe43y,LH-NACLO-2018-J,NACLO 2018 Problem J,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-J-problem.pdf,3,morphology-noun,"pattern-recognition,native-american,americas,unusual-feature","Chalcatongo Mixtec; emphasis and nominalization; unusual morphosyntactic features"
cmhhytcgs00zdl4045uhi62ls,LH-NACLO-2018-K,NACLO 2018 Problem K,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-K-problem.pdf,3,other,"writing-systems,asia","Sinhala named entity recognition; computational linguistics NER task; script decipherment"
cmhhythpa00zhl404f5a6w2n4,LH-NACLO-2018-L,NACLO 2018 Problem L,NACLO,2018,3,/olympiad-problems/NACLO/by-year/2018/naclo-2018-L-problem.pdf,2,other,"syntax,logical-reasoning","Prepositional phrase attachment; syntactic ambiguity; computational linguistics algorithm design"
cmhhytp0900zll404gcizg4g2,LH-NACLO-2018-M,NACLO 2018 Problem M,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-M-problem.pdf,4,morphology-noun,"pattern-recognition,isolate,asia,rare-language,multi-step","Nivkh possessive morphology; complex morphophonology; language isolate with intricate patterns"
cmhhytu8n00zpl404ilzex90o,LH-NACLO-2018-N,NACLO 2018 Problem N,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-N-problem.pdf,3,morphology-noun,"pattern-recognition,austronesian,oceania,unusual-feature","Fijian possessive classes; alienable/inalienable possession; unusual possessive system"
cmhhytzh400ztl40480lj8tld,LH-NACLO-2018-O,NACLO 2018 Problem O,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-O-problem.pdf,2,morphology-verb,"pattern-recognition,dravidian,asia","Literary Tamil verb conjugation; straightforward TAM patterns with person/number marking"
cmhhyu4vn00zxl4040m84yjlm,LH-NACLO-2018-P,NACLO 2018 Problem P,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-P-problem.pdf,2,syntax,"pattern-recognition,afro-asiatic,africa","Beja relative clause structure; clear syntactic patterns with adjective modification"
cmhhyua460101l404sj97m3uv,LH-NACLO-2018-Q,NACLO 2018 Problem Q,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-Q-problem.pdf,4,phonology,"pattern-recognition,comparative-method,multi-step,complex-data","Phonological processes across 5 languages; nasal assimilation patterns; cross-linguistic comparison"
cmhhyufj50105l404qcruxsme,LH-NACLO-2018-R,NACLO 2018 Problem R,NACLO,2018,4,/olympiad-problems/NACLO/by-year/2018/naclo-2018-R-problem.pdf,5,other,"logical-reasoning,multi-step,complex-data","Shift-reduce parser cryptography; extremely complex computational linguistics; requires understanding parsing algorithms"
