id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhygvj800qll404mjn8hc4k,LH-NACLO-2014-A,NACLO 2014 Problem A,NACLO,2014,2,/olympiad-problems/NACLO/by-year/2014/naclo-2014-A-problem.pdf,2,semantics,"pattern-recognition,uralic,europe,beginner-friendly","Estonian time expressions; simple pattern with fractions and numbers"
cmhhyh2ve00qpl404gbvxwhld,LH-NACLO-2014-B,NACLO 2014 Problem B,NACLO,2014,2,/olympiad-problems/NACLO/by-year/2014/naclo-2014-B-problem.pdf,2,phonology,"pattern-recognition,correspondence,austronesian,oceania","Māori loanword phonology; English-to-Māori sound adaptation rules"
cmhhyh8e500qtl40446micwia,LH-NACLO-2014-C,NACLO 2014 Problem C,NACLO,2014,2,/olympiad-problems/NACLO/by-year/2014/naclo-2014-C-problem.pdf,2,other,"logical-reasoning,pattern-recognition,beginner-friendly","Levenshtein edit distance algorithm; computational linguistics puzzle"
cmhhyhdqy00qxl404toc48871,LH-NACLO-2014-D,NACLO 2014 Problem D,NACLO,2014,2,/olympiad-problems/NACLO/by-year/2014/naclo-2014-D-problem.pdf,2,semantics,"logical-reasoning,pattern-recognition","N-gram collocations; word co-occurrence frequency puzzle"
cmhhyhj9p00r1l4048mand0ot,LH-NACLO-2014-E,NACLO 2014 Problem E,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-E-problem.pdf,3,writing-systems,"pattern-recognition,phonetics,constructed","Visible Speech phonetic alphabet; articulatory feature-based writing system"
cmhhyhome00r5l404mwi0q56q,LH-NACLO-2014-F,NACLO 2014 Problem F,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-F-problem.pdf,3,writing-systems,"pattern-recognition,austronesian,asia","Buginese Lontara abugida script with vowel diacritics and translation"
cmhhyhu5400r9l404nuziqcdm,LH-NACLO-2014-G,NACLO 2014 Problem G,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-G-problem.pdf,3,semantics,"pattern-recognition,africa,phonology","Cameroon Pidgin English metaphorical compounds and phonological adaptation"
cmhhyhzhs00rdl404aen74aay,LH-NACLO-2014-H,NACLO 2014 Problem H,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-H-problem.pdf,3,semantics,"logical-reasoning,multi-step","First-order logic with quantifiers; formal semantics translation"
cmhhyi4uf00rhl404cmzx3neg,LH-NACLO-2014-I,NACLO 2014 Problem I,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-I-problem.pdf,3,morphology-verb,"pattern-recognition,niger-congo,africa","Kiswahili verb morphology; TAM marking and negation patterns"
cmhhyiad400rll40491w8xi5y,LH-NACLO-2014-J,NACLO 2014 Problem J,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-J-problem.pdf,3,other,"logical-reasoning,rule-discovery,multi-step","Morphological rule ordering; computational linguistics with lexicon compression"
cmhhyifsa00rpl40433isr1jf,LH-NACLO-2014-K,NACLO 2014 Problem K,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-K-problem.pdf,3,phonology,"correspondence,comparative-method,sino-tibetan,asia","Tangkhulic language family; systematic sound correspondences and reconstruction"
cmhhyin9o00rtl404wrepeej4,LH-NACLO-2014-L,NACLO 2014 Problem L,NACLO,2014,3,/olympiad-problems/NACLO/by-year/2014/naclo-2014-L-problem.pdf,4,other,"logical-reasoning,multi-step,writing-systems","Finite state transducers for runes; complex computational morphology"
cmhhyismh00rxl404sxcbqf6t,LH-NACLO-2014-M,NACLO 2014 Problem M,NACLO,2014,4,/olympiad-problems/NACLO/by-year/2014/naclo-2014-M-problem.pdf,4,morphology-verb,"pattern-recognition,turkic,asia,multi-step","Turkish agglutinative morphology with vowel harmony and relativization"
cmhhyiy5e00s1l404irqgv5kp,LH-NACLO-2014-N,NACLO 2014 Problem N,NACLO,2014,4,/olympiad-problems/NACLO/by-year/2014/naclo-2014-N-problem.pdf,4,semantics,"logical-reasoning,uralic,europe,orientation-spatial","Hungarian spatial directional terms; complex logical reasoning puzzle"
cmhhyj3i400s5l404cdiza73z,LH-NACLO-2014-O,NACLO 2014 Problem O,NACLO,2014,4,/olympiad-problems/NACLO/by-year/2014/naclo-2014-O-problem.pdf,4,syntax,"logical-reasoning,rule-discovery,multi-step","Combinatorial Categorial Grammar; formal syntax with category combination"
cmhhyj90y00s9l4044af2c66i,LH-NACLO-2014-P,NACLO 2014 Problem P,NACLO,2014,4,/olympiad-problems/NACLO/by-year/2014/naclo-2014-P-problem.pdf,4,syntax,"pattern-recognition,oceania,multi-step","Tok Pisin grammar analyzed with CCG categories; follows Problem O"
cmhhyjedo00sdl404ba0wyj9o,LH-NACLO-2014-Q,NACLO 2014 Problem Q,NACLO,2014,4,/olympiad-problems/NACLO/by-year/2014/naclo-2014-Q-problem.pdf,4,morphology-noun,"pattern-recognition,aboriginal-australian,oceania,unusual-feature","Yidiny ergative case system; complex Australian Aboriginal morphology",
