id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhy4bdw00htl404p9xd5eu9,LH-NACLO-2009-A,NACLO 2009 Problem A,NACLO,2009,2,/olympiad-problems/NACLO/by-year/2009/naclo-2009-A-problem.pdf,2,writing-systems,"pattern-recognition,sino-tibetan,asia,beginner-friendly","Japanese Braille (tenji); logical dot pattern system for representing Japanese words"
cmhhy4goh00hxl4040eyzmmjs,LH-NACLO-2009-B,NACLO 2009 Problem B,NACLO,2009,2,/olympiad-problems/NACLO/by-year/2009/naclo-2009-B-problem.pdf,3,other,"logical-reasoning,pattern-recognition,multi-step","Edit distance algorithm; computational spelling correction; determine how tutor scores misspellings"
cmhhy4mcw00i1l40423qw1rhg,LH-NACLO-2009-C,NACLO 2009 Problem C,NACLO,2009,2,/olympiad-problems/NACLO/by-year/2009/naclo-2009-C-problem.pdf,3,phonology,"pattern-recognition,native-american,americas,rule-discovery","Quechua orthography design; complementary distribution of [q] and [χ]; phonemic principles"
cmhhy4ruo00i5l404vf6stjeh,LH-NACLO-2009-D,NACLO 2009 Problem D,NACLO,2009,2,/olympiad-problems/NACLO/by-year/2009/naclo-2009-D-problem.pdf,2,morphology-verb,"pattern-recognition,native-american,americas,segmentation","Guaraní verb morphology; TAM marking system; negation and tense/aspect patterns"
cmhhy4xim00i9l404523x8lg5,LH-NACLO-2009-E,NACLO 2009 Problem E,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-E-problem.pdf,3,other,"logical-reasoning,multi-step,complex-data","Automatic text summarization; scoring criteria for extractive summarization; computational linguistics"
cmhhy530e00idl404ngl0c170,LH-NACLO-2009-F,NACLO 2009 Problem F,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-F-problem.pdf,2,syntax,"pattern-recognition,logical-reasoning,beginner-friendly","Syntactic ambiguity; prepositional phrase attachment; computational understanding errors"
cmhhy58iw00ihl404ngwjuuts,LH-NACLO-2009-G,NACLO 2009 Problem G,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-G-problem.pdf,4,other,"logical-reasoning,rule-discovery,multi-step,complex-data","Shift-reduce parser; formal grammar rules; skateboard trick combinations; computational linguistics"
cmhhy5e6t00ill4045z0rud6c,LH-NACLO-2009-H,NACLO 2009 Problem H,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-H-problem.pdf,3,writing-systems,"pattern-recognition,indo-european,europe,ancient,extinct","Linear B script; ancient Greek syllabary; decipherment and phonological mapping"
cmhhy5jom00ipl404bk7ombzc,LH-NACLO-2009-I,NACLO 2009 Problem I,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-I-problem.pdf,3,morphology-noun,"pattern-recognition,rule-discovery,indo-european,europe","Bulgarian adjective plural formation; morphophonological rules; vowel and consonant alternations"
cmhhy5pcx00itl404qxgaerpg,LH-NACLO-2009-J,NACLO 2009 Problem J,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-J-problem.pdf,3,semantics,"logical-reasoning,pattern-recognition,hmong-mien,asia","Hmong hyponymy relationships; semantic composition of compound words; lexical semantics"
cmhhy5wwn00ixl404il35mc5o,LH-NACLO-2009-K,NACLO 2009 Problem K,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-K-problem.pdf,3,syntax,"pattern-recognition,aboriginal-australian,oceania,rare-language","Dyirbal morphology and syntax; word formation and sentence structure; Australian Aboriginal language"
cmhhy62kn00j1l404pwsjka5j,LH-NACLO-2009-L,NACLO 2009 Problem L,NACLO,2009,3,/olympiad-problems/NACLO/by-year/2009/naclo-2009-L-problem.pdf,4,number-systems,"logical-reasoning,multi-step,complex-data","Number ordering across multiple Indo-European languages; mathematical logic puzzle; comparative method"
cmhhy682i00j5l404cp54foxv,LH-NACLO-2009-M,NACLO 2009 Problem M,NACLO,2009,4,/olympiad-problems/NACLO/by-year/2009/naclo-2009-M-problem.pdf,4,other,"logical-reasoning,syntax,multi-step,complex-data","Formal grammar with 'opposites attract' constraint; censorship device; computational linguistics inspired by 1984"
