id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhz345v016dl404z5higal0,LH-NACLO-2022-A,NACLO 2022 Problem A,NACLO,2022,2,/olympiad-problems/NACLO/by-year/2022/naclo-2022-A-problem.pdf,2,writing-systems,"pattern-recognition,austronesian,oceania,beginner-friendly","Avoiuli script from Vanuatu; Bislama creole language; sand-drawing inspired writing system"
cmhhz39lr016hl4049jvmp4ut,LH-NACLO-2022-B,NACLO 2022 Problem B,NACLO,2022,2,/olympiad-problems/NACLO/by-year/2022/naclo-2022-B-problem.pdf,2,morphology-verb,"pattern-recognition,turkic,asia,beginner-friendly","Turkish case marking system; accusative suffix patterns; basic morphology"
cmhhz3evq016ll40416ou8t5v,LH-NACLO-2022-C,NACLO 2022 Problem C,NACLO,2022,2,/olympiad-problems/NACLO/by-year/2022/naclo-2022-C-problem.pdf,3,other,"logical-reasoning,multi-step,complex-data","Automatic text summarization; extractive summarization with feature scoring; computational linguistics"
cmhhz3kbs016pl404tg2dqrg5,LH-NACLO-2022-D,NACLO 2022 Problem D,NACLO,2022,2,/olympiad-problems/NACLO/by-year/2022/naclo-2022-D-problem.pdf,2,number-systems,"pattern-recognition,native-american,americas","Kaktovik Iñupiaq numerals; base-20 vigesimal system with sub-base-5 structure"
cmhhz3plt016tl40457io7noo,LH-NACLO-2022-E,NACLO 2022 Problem E,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-E-problem.pdf,3,phonology,"pattern-recognition,africa,rare-language,rule-discovery","Ik language from Uganda; vowel devoicing in phrase-final position; morphology and phonology interaction"
cmhhz3v1p016xl404sdqixotc,LH-NACLO-2022-F,NACLO 2022 Problem F,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-F-problem.pdf,2,syntax,"pattern-recognition,papuan,oceania","Ende language from Papua New Guinea; basic sentence structure and word translation"
cmhhz40bz0171l404iuipali6,LH-NACLO-2022-G,NACLO 2022 Problem G,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-G-problem.pdf,2,other,"logical-reasoning,pattern-recognition","Bag of words; order-independent representations; Wickelphones; tree structures; computational linguistics"
cmhhz45lz0175l404ejt7bqn3,LH-NACLO-2022-H,NACLO 2022 Problem H,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-H-problem.pdf,3,morphology-verb,"pattern-recognition,native-american,americas,multi-step","Tseltal (Mayan) verb morphology; eating verbs with cooking states; complex morphology with food properties"
cmhhz4b280179l404n1i7l7a0,LH-NACLO-2022-I,NACLO 2022 Problem I,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-I-problem.pdf,4,morphology-noun,"pattern-recognition,indo-european,europe,multi-step","Cornish noun morphology; initial consonant mutations; definite articles and plurals; Celtic language"
cmhhz4i99017dl4046sfmrd8s,LH-NACLO-2022-J,NACLO 2022 Problem J,NACLO,2022,3,/olympiad-problems/NACLO/by-year/2022/naclo-2022-J-problem.pdf,2,phonology,"pattern-recognition,rule-discovery","Child language acquisition; systematic phonological substitutions; speech sound development"
