id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhyoyjn00w9l404u3684ovc,LH-NACLO-2017-A,NACLO 2017 Problem A,NACLO,2017,2,/olympiad-problems/NACLO/by-year/2017/naclo-2017-A-problem.pdf,2,morphology-noun,"pattern-recognition,niger-congo,africa,beginner-friendly",Classic Bantu noun class problem with subject-verb agreement patterns
cmhhyp3y700wdl4043vkulyhr,LH-NACLO-2017-B,NACLO 2017 Problem B,NACLO,2017,2,/olympiad-problems/NACLO/by-year/2017/naclo-2017-B-problem.pdf,2,semantics,"pattern-recognition,translation,correspondence,asia,beginner-friendly",Food terminology matching with compositional semantics in Vietnamese
cmhhyp9cr00whl404j312hskj,LH-NACLO-2017-C,NACLO 2017 Problem C,NACLO,2017,2,/olympiad-problems/NACLO/by-year/2017/naclo-2017-C-problem.pdf,2,other,"logical-reasoning,pattern-recognition,beginner-friendly",Regular expression pattern matching with crossword puzzle
cmhhypexd00wll4046r5y3ikm,LH-NACLO-2017-D,NACLO 2017 Problem D,NACLO,2017,2,/olympiad-problems/NACLO/by-year/2017/naclo-2017-D-problem.pdf,2,number-systems,"pattern-recognition,correspondence,middle-east,turkic",Persian-Turkish hybrid number system for dice game outcomes
cmhhypkbu00wpl404rowxhlg7,LH-NACLO-2017-E,NACLO 2017 Problem E,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-E-problem.pdf,3,writing-systems,"pattern-recognition,correspondence,dravidian,asia",Tamil script transliteration with phonological correspondences (25 items)
cmhhyppwn00wtl404ow5e7dmg,LH-NACLO-2017-F,NACLO 2017 Problem F,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-F-problem.pdf,3,other,"logical-reasoning,pattern-recognition,rule-discovery,multi-step",Finite state automaton for English number generation
cmhhypvb800wxl404zfmlzebs,LH-NACLO-2017-G,NACLO 2017 Problem G,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-G-problem.pdf,3,number-systems,"pattern-recognition,logical-reasoning,native-american,americas,multi-step",Vigesimal Yup'ik number system with body-part morphology plus magic square
cmhhyq0vw00x1l404rxv4l0wz,LH-NACLO-2017-H,NACLO 2017 Problem H,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-H-problem.pdf,3,other,"logical-reasoning,pattern-recognition,multi-step,complex-data",Neural network computation with weighted transitions
cmhhyq6ai00x5l404eu2r1fyw,LH-NACLO-2017-I,NACLO 2017 Problem I,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-I-problem.pdf,3,morphology-noun,"pattern-recognition,translation,correspondence,isolate,europe","Basque possessive and case system; genitive constructions (-aren) and ergative-absolutive patterns with 13 sentence pairs"
cmhhyqbv900x9l404iuvpu0y8,LH-NACLO-2017-J,NACLO 2017 Problem J,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-J-problem.pdf,3,morphology-noun,"pattern-recognition,segmentation,indo-european,europe,multi-step","Three-way noun class system (Common/Feminine/Neuter) with definiteness and plural marking patterns"
cmhhyqj8000xdl404incq8u4j,LH-NACLO-2017-K,NACLO 2017 Problem K,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-K-problem.pdf,3,other,"logical-reasoning,pattern-recognition,rule-discovery,multi-step","Finite state pattern matching algorithm for identifying recursive syntactic structures; computational linguistics problem"
cmhhyqosl00xhl404y4ekgs94,LH-NACLO-2017-L,NACLO 2017 Problem L,NACLO,2017,3,/olympiad-problems/NACLO/by-year/2017/naclo-2017-L-problem.pdf,4,morphology-verb,"pattern-recognition,correspondence,segmentation,caucasian,europe,complex-data","Complex Abkhaz verbal agreement system with person/number marking; Caucasian polysynthetic morphology (15 examples)"
cmhhyqu7200xll40451wnafkx,LH-NACLO-2017-M,NACLO 2017 Problem M,NACLO,2017,4,/olympiad-problems/NACLO/by-year/2017/naclo-2017-M-problem.pdf,3,morphology-verb,"pattern-recognition,translation,austronesian,oceania,multi-step","Māori TAM marking (Ka/Kua/I/Kāore) with passive voice and emphatic focus constructions (Nā/Mā)"
cmhhyqzrr00xpl404egjev38j,LH-NACLO-2017-N,NACLO 2017 Problem N,NACLO,2017,4,/olympiad-problems/NACLO/by-year/2017/naclo-2017-N-problem.pdf,4,morphology-noun,"pattern-recognition,correspondence,translation,indo-european,europe,multi-step","Bulgarian definite articles as suffixes, case remnants, reflexive pronouns (se/te); synthetic-analytic transition"
cmhhyr56c00xtl4049x8t37z7,LH-NACLO-2017-O,NACLO 2017 Problem O,NACLO,2017,4,/olympiad-problems/NACLO/by-year/2017/naclo-2017-O-problem.pdf,4,semantics,"logical-reasoning,rule-discovery,multi-step,complex-data","Pronoun disambiguation using world knowledge and logical inference; constructing semantic model from context"
