id,number,title,source,year,difficulty,pdfUrl,new_difficulty,primary_category,secondary_tags,notes
cmhhz06i60149l404qk3byz0z,LH-NACLO-2021-A,NACLO 2021 Problem A,NACLO,2021,2,/olympiad-problems/NACLO/by-year/2021/naclo-2021-A-problem.pdf,2,syntax,"pattern-recognition,austronesian,africa,beginner-friendly","Basic VOS word order and tense marking (Mi-/Ni- prefixes) in Malagasy"
cmhhz0bs5014dl4045lrbqmja,LH-NACLO-2021-B,NACLO 2021 Problem B,NACLO,2021,2,/olympiad-problems/NACLO/by-year/2021/naclo-2021-B-problem.pdf,2,phonetics,"pattern-recognition,logical-reasoning,cipher,beginner-friendly","Phoneme reduction cipher merging similar sounds into 9-letter alphabet"
cmhhz0h80014hl404ctdc8ok7,LH-NACLO-2021-C,NACLO 2021 Problem C,NACLO,2021,2,/olympiad-problems/NACLO/by-year/2021/naclo-2021-C-problem.pdf,3,semantics,"translation,pattern-recognition,niger-congo,africa","Waama sentence matching with verb polysemy; 15 sentences to match"
cmhhz0mhx014ll404xptudddw,LH-NACLO-2021-D,NACLO 2021 Problem D,NACLO,2021,2,/olympiad-problems/NACLO/by-year/2021/naclo-2021-D-problem.pdf,4,other,"logical-reasoning,multi-step,complex-data","Eye tracking and incremental language processing hypotheses; psycholinguistics"
cmhhz0rrw014pl404jevwjf19,LH-NACLO-2021-E,NACLO 2021 Problem E,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-E-problem.pdf,3,writing-systems,"pattern-recognition,niger-congo,africa,unusual-feature","Mandombe featural script with mirror symmetry; 22 Kongo words"
cmhhz0x7w014tl404gxkigupl,LH-NACLO-2021-F,NACLO 2021 Problem F,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-F-problem.pdf,3,morphology-verb,"pattern-recognition,afro-asiatic,africa,rule-discovery","Dime verb morphology with complex subject/object agreement patterns"
cmhhz12hx014xl404dn6nspwh,LH-NACLO-2021-G,NACLO 2021 Problem G,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-G-problem.pdf,3,morphology-noun,"pattern-recognition,native-american,americas,segmentation","Sauk compound word formation; Algonquian morphology"
cmhhz17xv0151l404qr0p4cu6,LH-NACLO-2021-H,NACLO 2021 Problem H,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-H-problem.pdf,2,other,"logical-reasoning,pattern-recognition","Data compression algorithms; comparing Sequitur and BPE strategies"
cmhhz1fbx0155l404y76hpp5f,LH-NACLO-2021-I,NACLO 2021 Problem I,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-I-problem.pdf,3,other,"logical-reasoning,segmentation,multi-step","Automated morpheme segmentation strategies; computational morphology"
cmhhz1krw0159l404heasm22b,LH-NACLO-2021-J,NACLO 2021 Problem J,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-J-problem.pdf,4,phonology,"reconstruction,sino-tibetan,asia,ancient","Historical sound changes from Old Chinese to Middle Chinese; diachronic phonology"
cmhhz1q20015dl404gx3dx7h8,LH-NACLO-2021-K,NACLO 2021 Problem K,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-K-problem.pdf,2,writing-systems,"pattern-recognition,afro-asiatic,africa","Tifinagh script decipherment with North African place names"
cmhhz1vi4015hl404kle9ajd9,LH-NACLO-2021-L,NACLO 2021 Problem L,NACLO,2021,3,/olympiad-problems/NACLO/by-year/2021/naclo-2021-L-problem.pdf,3,phonology,"comparative-method,correspondence,austronesian,oceania","Systematic sound correspondences between Hawu and Dhao; mutual intelligibility"
cmhhz20s4015ll404xp0l75lw,LH-NACLO-2021-M,NACLO 2021 Problem M,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-M-problem.pdf,4,morphology-verb,"pattern-recognition,austronesian,oceania,multi-step","Tawala reduplication for continuous aspect; complex possessive system"
cmhhz2683015pl4045yr6iwzw,LH-NACLO-2021-N,NACLO 2021 Problem N,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-N-problem.pdf,4,morphology-noun,"pattern-recognition,niger-congo,africa,unusual-feature","Dagaare ATR vowel harmony in noun classes; singular/plural/interrogative forms"
cmhhz2bhz015tl404cs0qiasd,LH-NACLO-2021-O,NACLO 2021 Problem O,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-O-problem.pdf,2,semantics,"pattern-recognition,niger-congo,africa","Vengo semantic composition in compound words; straightforward analysis"
cmhhz2grz015xl404i67ldvu5,LH-NACLO-2021-P,NACLO 2021 Problem P,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-P-problem.pdf,3,kinship,"logical-reasoning,native-american,americas","Yanomamö kinship terminology with cross-cousin distinctions"
cmhhz2m7t0161l4041ec7fwkv,LH-NACLO-2021-Q,NACLO 2021 Problem Q,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-Q-problem.pdf,4,phonology,"pattern-recognition,comparative-method,multi-step","Parametric stress systems across 7 languages; English and cross-linguistic analysis"
cmhhz2rhu0165l40493f22ldy,LH-NACLO-2021-R,NACLO 2021 Problem R,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-R-problem.pdf,3,semantics,"logical-reasoning,pattern-recognition","GloVe word embeddings and semantic vector relationships"
cmhhz2yvx0169l404gpbthmq1,LH-NACLO-2021-S,NACLO 2021 Problem S,NACLO,2021,4,/olympiad-problems/NACLO/by-year/2021/naclo-2021-S-problem.pdf,4,syntax,"pattern-recognition,niger-congo,africa,multi-step","Jamsay SOV word order with tone and complex agreement morphology"
